Calif promedio iglesias|Calif promedio resorts|Calif promedio playas|Calif promedio parques|Calif promedio teatros|Calif promedio museos|Calif promedio centros_comerciales|Calif promedio zoologicos|Calif promedio restaurantes|Calif promedio bares_pubs|Calif promedio servicios_locales|Calif promedio pizzerias_hamburgueserias|Calif promedio hoteles_alojamientos|Calif promedio juguerias|Calif promedio galerias_arte|Calif promedio discotecas|Calif promedio piscinas|Calif promedio gimnasios|Calif promedio panaderias|Calif promedio belleza_spas|Calif promedio cafeterias|Calif promedio miradores|Calif promedio monumentos|Calif promedio jardines|provincia|canton|parroquia|nombre|lat|lon|score
0.0|0.53|3.65|3.67|5.0|2.92|5.0|2.61|2.32|2.63|1.67|1.66|1.67|1.69|0.74|0.59|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|NAPO|TENA|PUERTO MISAHUALLI|COMUNIDAD SHIRIPUNO|-1.041885|-77.657391|1.5145833333333334
0.0|0.53|3.65|3.68|5.0|2.93|5.0|2.61|2.31|2.62|1.67|1.65|1.66|1.68|0.73|0.58|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|PICHINCHA|DISTRITO METROPOLITANO DE QUITO|CENTRO HISTÓRICO|BOULEVARD 24 DE MAYO|-0.224|-78.51527|1.5124999999999995
0.0|0.54|3.66|3.68|5.0|2.93|5.0|2.61|2.3|2.62|1.67|1.64|1.65|1.28|0.72|0.58|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|PICHINCHA|DISTRITO METROPOLITANO DE QUITO|CENTRO HISTÓRICO|PLAZA SANTA CLARA|-0.222|-78.515943|1.495
0.0|0.54|3.66|3.67|5.0|2.93|5.0|2.32|2.3|5.0|1.65|1.64|1.65|1.27|0.76|0.62|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|PICHINCHA|DISTRITO METROPOLITANO DE QUITO|CENTRO HISTÓRICO|MONUMENTO A LA INDEPENDENCIA|-0.22|-78.512106|1.58375
0.0|0.53|3.67|3.66|2.95|2.93|5.0|2.33|2.31|2.62|1.65|1.64|1.65|1.27|0.76|0.53|0.0|0.0|0.0|0.51|0.0|0.0|0.0|0.0|PICHINCHA|PEDRO MONCAYO|TOCACHI|IGLESIA CENTRAL DEL TOCACHI|0.045|-78.288002|1.4170833333333333
0.0|0.52|3.69|3.66|2.95|2.93|5.0|2.98|2.31|2.33|1.65|1.64|1.64|1.27|0.76|0.53|0.0|0.0|0.0|0.51|0.0|0.0|0.0|0.0|PICHINCHA|PEDRO MONCAYO|MALCHINGUI|IGLESIA DE MALCHINGUÍ|0.058|-78.339397|1.4320833333333332
0.0|0.52|3.68|3.66|2.96|2.93|2.96|2.98|1.7|2.62|1.65|1.64|1.65|1.27|0.76|0.53|0.0|0.0|0.0|0.51|0.0|0.0|0.0|0.0|PICHINCHA|PEDRO MONCAYO|TABACUNDO|IGLESIA DE TABACUNDO|0.049|-78.221602|1.3341666666666667
0.0|0.53|3.69|3.66|2.95|2.93|2.95|3.0|1.7|2.62|1.65|1.64|1.65|1.27|0.76|0.53|0.0|0.0|0.0|0.52|0.0|0.0|0.0|0.0|PICHINCHA|PEDRO MONCAYO|TUPIGACHI|IGLESIA CENTRAL DE TUPIGACHI|0.077|-78.18138|1.335416666666667
0.0|0.52|5.0|3.66|2.96|2.93|2.95|2.99|1.7|2.62|1.65|1.64|1.65|1.27|0.77|0.59|0.0|0.0|0.0|0.53|0.0|0.0|0.0|0.0|PICHINCHA|RUMIÑAHUI|SANGOLQUÍ|FIESTA DEL MAIZ Y TURISMO|-0.329|-78.44841|1.3929166666666666
0.0|5.0|3.7|3.66|2.95|2.93|2.94|2.99|1.7|2.62|1.65|1.64|1.65|1.27|0.81|0.59|0.0|0.0|0.0|0.51|0.0|0.0|0.0|0.0|PICHINCHA|RUMIÑAHUI|SANGOLQUÍ|MAUSOLEO JUAN DE SALINAS|-0.329|-78.44803|1.5254166666666669
0.0|0.51|5.0|3.67|2.94|2.93|2.95|2.98|1.7|2.62|1.65|1.64|1.65|1.27|0.81|0.64|0.0|0.0|0.0|0.52|0.0|0.0|0.0|0.0|PICHINCHA|RUMIÑAHUI|SANGOLQUÍ|MONUMENTO AYA HUMA|-0.323|-78.457863|1.3950000000000002
0.0|5.0|5.0|3.66|2.94|2.93|2.94|3.0|1.7|2.31|1.65|1.64|1.64|1.27|0.81|0.62|0.0|0.0|0.0|0.58|0.0|0.0|0.0|0.0|PICHINCHA|RUMIÑAHUI|SANGOLQUÍ|PARQUE EL EJIDO|-0.339|-78.437286|1.5704166666666666
0.0|5.0|5.0|3.66|2.95|2.93|2.94|3.0|1.7|2.31|1.65|1.64|1.64|1.27|0.91|0.62|0.0|0.0|0.0|0.5|0.0|0.0|0.0|0.0|PICHINCHA|RUMIÑAHUI|SANGOLQUÍ|PARQUE EL TURISMO|-0.327|-78.45041|1.5716666666666663
0.0|0.51|5.0|3.66|2.95|2.94|2.95|2.97|1.71|2.31|1.65|1.64|1.64|1.27|1.69|0.68|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|PICHINCHA|RUMIÑAHUI|SANGOLQUÍ|TOROS POPULARES|-0.336|-78.43918|1.39875
0.0|0.51|0.52|3.66|2.96|2.94|2.94|2.63|1.71|2.31|1.66|1.64|1.64|1.67|1.7|0.7|0.52|0.0|0.0|0.55|0.0|0.0|0.0|0.0|PICHINCHA|RUMIÑAHUI|SANGOLQUÍ|CENTRO CULTURAL VILLA CARMEN|-0.33|-78.44653|1.2608333333333333
0.0|0.52|0.52|3.66|2.95|2.94|2.94|2.96|1.71|2.31|1.66|1.64|1.64|1.66|1.76|0.69|0.53|0.0|0.0|0.0|0.0|0.0|0.0|0.0|MANABI|MANTA|SAN LORENZO|PLAYA LA BOTADA|-1.054|-80.905872|1.2537500000000001
0.0|0.55|0.52|3.66|2.95|2.94|2.94|2.63|1.72|2.31|1.66|1.64|1.64|1.66|1.76|0.69|0.55|0.0|0.0|0.56|0.0|0.0|0.0|0.0|MANABI|MANTA|SAN LORENZO|PLAYA SAN LORENZO|-1.069|-80.907297|1.2658333333333334
0.0|0.51|5.0|3.67|2.95|2.94|2.94|2.63|1.71|2.31|1.66|1.64|1.64|1.66|1.76|0.69|0.55|0.0|0.0|0.5|0.0|0.0|0.0|0.0|MANABI|MANTA|SAN LORENZO|SENDERO EL FARO (PLAYA SAN LORENZO)|-1.058|-80.90794|1.448333333333333
0.0|0.53|0.52|3.67|2.95|2.94|2.94|2.63|1.71|2.31|1.66|1.64|1.64|1.65|1.76|0.57|0.55|0.0|0.0|0.51|0.0|0.0|0.0|0.0|MANABI|MANTA|SANTA MARIANITA (BOCA DE PACOCHE)|PLAYA SANTA MARIANITA|-0.977403|-80.840826|1.2575
0.0|0.53|0.52|3.67|2.96|2.94|2.94|2.63|1.71|2.31|1.66|1.64|1.64|1.65|1.76|0.57|0.56|0.0|0.0|0.5|0.0|0.0|0.0|0.0|MORONA SANTIAGO|MORONA|GENERAL PROAÑO|ZOOLÓGICO LOS JAGUARES|-2.252|-78.1332|1.2579166666666666
0.0|0.53|0.52|3.67|2.95|2.94|2.94|2.63|1.71|2.31|1.66|1.64|1.64|1.65|1.76|0.56|0.54|0.0|0.0|0.0|0.0|0.0|0.0|0.0|MORONA SANTIAGO|PALORA|16 DE AGOSTO|CASCADA LAS GEMELAS|-1.764|-77.886053|1.2354166666666666
0.0|0.51|0.52|3.67|2.95|2.94|2.94|2.63|1.71|2.31|1.66|1.64|1.64|1.65|1.76|0.56|0.55|0.0|0.0|0.0|0.0|0.0|0.0|0.0|MORONA SANTIAGO|PALORA|ARAPICOS|RÍO PALORA - TRAMO ARAPICOS|-1.866|-77.951961|1.235
0.0|0.51|0.53|3.67|2.95|2.94|2.94|2.96|1.71|2.31|1.66|1.64|1.63|1.65|1.75|0.68|0.54|0.0|0.0|0.54|0.0|0.0|0.0|0.0|MORONA SANTIAGO|LIMON INDANZA|INDAZA|PARQUE ARQUEOLOGICO CATAZHO|-3.08|-78.471738|1.2754166666666664
0.0|0.53|0.53|3.67|2.96|2.94|2.94|2.96|1.71|2.31|1.65|1.64|1.63|1.65|1.75|0.54|0.54|0.0|0.0|0.53|0.0|0.0|0.0|0.0|MORONA SANTIAGO|TIWINTZA|SAN JOSE DE MORONA|RÍO MORONA-TRAMO TIWINTZA|-2.924|-77.724574|1.2699999999999998
0.0|0.54|0.53|3.67|2.96|2.94|2.94|3.47|1.7|2.3|1.65|1.63|1.62|1.65|1.74|0.53|0.55|0.0|0.0|0.0|0.0|0.0|0.0|0.0|MORONA SANTIAGO|MORONA|MACAS|RÍO UPANO-TRAMO MACAS|-2.299|-78.10597|1.2674999999999998
0.0|0.54|0.54|3.68|2.96|2.94|2.94|3.05|1.7|2.3|1.65|1.62|1.62|1.64|1.78|0.53|0.53|0.0|0.0|0.54|0.0|0.0|0.0|0.0|PICHINCHA|PEDRO MONCAYO|TABACUNDO|LAGUNA MEDIANA (HUARMICOCHA)|0.130451|-78.255|1.2733333333333334
0.5|0.54|5.0|3.68|2.96|2.94|2.94|3.74|2.6|2.29|1.64|1.62|1.61|1.64|1.73|0.52|0.54|0.0|0.0|0.0|0.0|0.0|0.0|0.51|PICHINCHA|RUMIÑAHUI|RUMIPAMBA|BOSQUE CEDRILLOS|-0.466833|-78.424808|1.5416666666666667
0.51|0.55|5.0|3.69|5.0|2.94|2.94|2.96|2.59|2.29|1.63|1.61|1.61|1.62|1.66|0.53|0.54|0.0|0.0|0.0|0.0|0.0|0.0|0.51|MORONA SANTIAGO|PABLO SEXTO|PABLO SEXTO|DIQUE RÍO TUNANTS|-1.926|-78.03133|1.590833333333333
0.52|0.55|5.0|3.7|2.97|2.95|2.94|2.99|1.68|2.28|1.63|1.6|1.6|1.61|1.65|0.52|0.55|0.0|0.0|0.0|0.0|0.0|0.0|0.53|PICHINCHA|RUMIÑAHUI|SANGOLQUÍ|MERCADO EL TURISMO|-0.327|-78.448963|1.4695833333333337
0.53|0.56|5.0|3.7|5.0|2.95|2.94|2.6|1.67|2.27|1.63|1.6|1.59|1.6|0.58|0.71|0.55|0.0|0.0|0.0|0.5|0.0|0.5|0.53|PICHINCHA|RUMIÑAHUI|RUMIPAMBA|CASCADA CÓNDOR MACHAY|-0.454848|-78.422563|1.5420833333333335
0.54|0.57|0.67|3.71|5.0|2.95|2.94|2.59|1.66|2.27|5.0|1.59|1.58|1.59|1.62|0.7|0.54|0.0|0.0|0.0|0.5|0.0|0.51|0.54|PICHINCHA|RUMIÑAHUI|SANGOLQUÍ|CASCADA KIMSA|-0.399663|-78.407887|1.5445833333333334
0.54|0.56|5.0|3.71|5.0|2.95|2.94|2.58|1.65|1.65|5.0|1.58|1.57|1.58|1.61|0.53|0.57|0.0|0.0|0.0|0.51|0.5|0.51|0.55|PICHINCHA|RUMIÑAHUI|RUMIPAMBA|CASCADA LAS GEMELAS|-0.471|-78.45271|1.712083333333333
0.55|0.57|5.0|3.72|5.0|2.95|2.94|2.58|1.65|1.64|5.0|1.57|1.56|1.57|1.6|0.53|0.59|0.0|0.0|0.0|0.52|0.51|0.52|0.57|PICHINCHA|RUMIÑAHUI|RUMIPAMBA|CASCADA NIDO DE CURIQUINGUE|-0.475|-78.42662|1.7141666666666673
0.56|0.57|5.0|3.73|3.76|2.95|2.94|1.66|1.64|1.63|5.0|1.56|1.55|1.56|1.59|0.7|0.56|0.0|0.0|0.0|0.53|0.52|0.53|0.57|PICHINCHA|RUMIÑAHUI|RUMIPAMBA|CASCADA SUEÑO DE NOVIA|-0.484426|-78.430433|1.6295833333333338
0.57|0.58|5.0|3.73|3.78|2.95|2.94|2.96|1.63|1.63|5.0|1.55|1.54|1.55|1.18|0.69|0.58|0.0|0.0|0.0|0.54|0.53|0.53|0.58|PICHINCHA|RUMIÑAHUI|SANGOLQUÍ|CENTRO COMERCIAL RIVER MALL|-0.325|-78.449063|1.668333333333333
0.58|0.59|5.0|3.74|3.79|2.96|2.94|2.95|2.54|2.23|1.56|1.54|1.53|1.54|1.17|0.74|0.57|0.0|0.0|0.0|0.55|0.54|0.55|0.59|PICHINCHA|RUMIÑAHUI|RUMIPAMBA|CUEVAS DEL ARCOIRIS|-0.463|-78.425246|1.5916666666666668
0.59|0.6|5.0|3.0|3.79|2.96|2.94|2.96|2.54|2.22|1.55|1.53|1.52|1.53|1.16|0.73|0.53|0.0|0.0|0.0|0.56|0.54|0.55|0.6|PICHINCHA|RUMIÑAHUI|SANGOLQUÍ|HORNADO - SANGOLQUÍ|-0.329|-78.44841|1.5583333333333333
0.6|0.61|5.0|3.0|3.77|2.97|2.94|2.95|2.53|2.22|5.0|1.52|1.51|1.52|1.15|0.73|0.57|0.0|0.0|0.0|0.58|0.55|0.58|0.61|PICHINCHA|RUMIÑAHUI|SANGOLQUÍ|IGLESIA SAN JUAN BAUTISTA DE SANGOLQUÍ|-0.32896|-78.44789|1.704583333333333
0.6|0.62|5.0|3.0|3.77|5.0|2.94|2.95|2.53|2.21|1.53|1.51|1.5|1.51|1.14|0.82|0.56|0.0|0.0|0.0|0.6|0.56|0.58|0.62|LOJA|ESPÍNDOLA|JIMBURA|CERÁMICA DE SANAMBAY|-4.59522|-79.4532|1.647916666666667
0.61|0.63|5.0|3.0|3.77|5.0|2.94|2.95|2.52|2.2|1.52|1.5|1.5|1.5|1.14|1.62|0.58|0.0|0.0|0.0|0.61|0.57|0.58|0.63|PICHINCHA|RUMIÑAHUI|SANGOLQUÍ|MONUMENTO AL COLIBRÍ|-0.332|-78.434688|1.6820833333333332
0.62|0.63|5.0|3.77|3.77|5.0|2.94|2.96|2.52|1.57|1.52|1.49|1.49|1.49|1.13|1.62|0.58|0.0|0.0|0.0|0.51|0.57|0.59|0.64|PICHINCHA|RUMIÑAHUI|SAN RAFAEL|PARQUE ALEGRIA|-0.311|-78.44898|1.68375
0.62|0.64|5.0|3.78|3.77|5.0|2.94|3.67|2.51|1.56|1.51|1.48|1.48|1.48|1.59|1.61|0.58|0.0|0.0|0.0|5.0|0.58|0.59|0.65|LOJA|ESPÍNDOLA|AMALUZA|PETROGLIFOS DE MARCOLA|-4.63615|-79.42843|1.918333333333333
0.63|0.65|5.0|3.79|3.78|5.0|2.94|5.0|2.5|1.55|1.5|1.48|1.47|1.47|1.13|0.75|0.58|0.0|0.0|0.0|0.5|0.59|0.59|0.66|GUAYAS|GUAYAQUIL|TENGUEL|EL PLAYÓN DEL CONCHERO|-3.00031|-79.83965|1.7316666666666667
0.63|0.67|5.0|3.83|3.79|2.96|2.94|5.0|2.5|2.18|1.49|1.47|1.46|1.46|1.57|0.75|0.6|0.0|0.0|0.0|0.5|0.6|0.6|0.66|LOJA|ESPÍNDOLA|AMALUZA|TASINES DE MARCOLA|-4.63568|-79.42857|1.6941666666666668
0.64|0.67|5.0|5.0|3.79|5.0|2.94|5.0|2.9|2.17|1.48|1.46|1.45|1.45|1.56|1.57|0.59|0.0|0.0|0.0|0.5|0.62|0.61|0.67|LOJA|ESPÍNDOLA|JIMBURA|MOLINO DE PIEDRA DE SANTA ANA|-4.63237|-79.45486|1.877916666666667
0.67|0.68|5.0|5.0|3.8|2.95|2.94|5.0|2.9|2.16|1.48|1.45|1.44|1.44|1.55|1.57|0.63|0.0|0.0|0.0|0.5|0.75|0.61|0.64|LOJA|ESPÍNDOLA|JIMBURA|MOLINO DE PIEDRA EL SALADO|-4.6623|-79.46169|1.7983333333333331
0.69|0.69|0.72|5.0|3.83|2.96|2.94|5.0|2.89|2.16|5.0|1.44|1.43|1.43|1.55|1.56|0.63|0.0|0.0|0.0|0.5|0.63|0.62|0.64|LOJA|ESPÍNDOLA|JIMBURA|FINCA AGROECOLÓGICA JORUPE|-4.64139|-79.45542|1.7629166666666667
0.7|0.7|5.0|5.0|3.81|5.0|2.94|5.0|2.89|2.15|1.46|1.43|1.42|1.42|1.47|1.55|0.64|0.0|0.0|0.0|0.65|0.77|0.63|0.65|LOJA|ESPÍNDOLA|AMALUZA|IGLESIA SAN BARTOLOMÉ APÓSTOL|-4.58166|-79.42655|1.886666666666667
0.71|0.72|2.55|5.0|3.81|5.0|2.94|2.96|2.88|2.14|5.0|1.42|1.41|1.41|1.44|1.54|0.63|0.0|0.0|0.0|0.5|5.0|0.58|0.65|LOJA|ESPÍNDOLA|AMALUZA|BULEVAR RIVERAS DEL JORUPE|-4.57966|-79.42532|2.012083333333333
0.72|0.73|5.0|5.0|3.81|5.0|2.94|2.9|2.88|2.14|5.0|1.41|1.4|1.4|1.42|1.53|0.63|0.0|0.0|0.0|0.5|5.0|0.58|0.65|LOJA|ESPÍNDOLA|AMALUZA|MONUMENTO SAN BARTOLOMÉ APÓSTOL|-4.57894|-79.42514|2.11
0.73|0.73|5.0|5.0|3.82|5.0|5.0|2.95|2.87|2.13|5.0|1.41|1.39|1.39|1.41|1.52|0.64|0.5|0.0|0.0|5.0|0.66|0.65|0.66|LOJA|ESPÍNDOLA|AMALUZA|CASCADA COFRADÍA|-4.58535|-79.3802|2.2274999999999996
0.74|0.74|0.79|5.0|3.82|5.0|2.94|2.94|2.86|2.12|2.13|1.4|1.38|1.38|1.4|1.42|0.66|0.5|0.0|0.0|0.69|0.67|0.66|0.67|LOJA|ESPÍNDOLA|BELLAVISTA|IGLESIA SEÑOR DE LA BUENA MUERTE|-4.5665|-79.45577|1.6629166666666666
0.74|0.75|5.0|5.0|3.83|5.0|2.94|2.93|2.86|2.12|2.12|1.39|1.37|1.37|1.39|1.41|0.66|0.5|0.0|0.0|0.7|0.68|0.67|0.68|EL ORO|ZARUMA|GUIZHAGUIÑA|CASCADA EL CHIMBO|-3.65965|-79.56169|1.8379166666666664
0.76|0.75|5.0|5.0|3.83|5.0|2.94|2.93|2.85|2.11|2.1|1.38|1.37|1.36|1.38|1.41|0.67|0.51|0.0|0.0|0.51|0.69|0.67|0.69|LOJA|ESPÍNDOLA|BELLAVISTA|CERRO GUAMBO|-4.56655|-79.44059|1.8295833333333331
0.72|0.77|0.81|5.0|3.84|5.0|2.94|2.93|2.85|2.42|2.1|1.37|1.36|1.35|1.37|1.41|0.54|0.54|0.0|0.0|0.51|0.7|0.68|0.69|LOJA|ESPÍNDOLA|BELLAVISTA|QHAPAQ ÑAN ESPÍNDOLA|-4.5442|-79.47898|1.6624999999999999
0.72|0.76|5.0|5.0|3.84|5.0|2.94|2.93|2.84|2.41|2.09|1.37|1.35|1.34|1.36|1.47|0.54|0.51|0.5|0.0|0.52|0.71|0.69|0.7|LOJA|ESPÍNDOLA|JIMBURA|LAGUNAS NEGRAS JIMBURA|-4.71218|-79.42987|1.8579166666666669
0.73|0.76|0.81|5.0|3.84|5.0|2.94|2.93|2.84|2.42|2.08|1.39|1.37|1.33|1.35|1.47|0.54|0.6|0.5|0.0|0.51|0.71|0.7|0.71|LOJA|ESPÍNDOLA|AMALUZA|LAGUNA CHUQUIRAGUA|-4.61537|-79.3625|1.68875
0.74|0.78|0.85|0.83|3.85|5.0|2.93|2.92|2.83|2.41|2.07|1.46|1.37|1.32|1.34|1.36|0.55|0.58|0.5|0.0|0.51|0.72|0.71|0.72|LOJA|ESPÍNDOLA|AMALUZA|LAGUNA YACURI|-4.64023|-79.3677|1.5145833333333332
0.83|0.78|0.82|0.85|3.85|5.0|2.93|2.92|2.82|2.83|2.06|1.46|1.35|1.31|1.33|1.35|0.55|0.58|0.53|0.5|0.75|0.73|0.72|0.73|LOJA|ESPÍNDOLA|AMALUZA|LAGUNA ARENAL|-4.63482|-79.36459|1.5658333333333327
0.76|0.82|0.83|5.0|3.86|5.0|2.94|2.91|2.82|2.41|2.05|1.46|1.34|1.3|1.31|1.33|1.36|0.58|0.52|0.5|0.52|0.75|0.73|0.74|LOJA|ESPÍNDOLA|JIMBURA|LAGUNA BERMEJA|-4.69969|-79.42588|1.7433333333333334
0.77|0.83|0.84|0.86|3.87|5.0|5.0|2.91|2.81|2.81|2.04|1.44|1.29|1.29|1.3|1.32|1.34|0.58|0.52|0.51|0.53|0.76|0.74|0.77|LOJA|ESPÍNDOLA|JIMBURA|LAGUNA DE LOS PATOS|-4.72085|-79.43075|1.6720833333333334
0.85|0.84|0.85|0.88|3.87|2.94|5.0|2.91|2.8|2.8|2.03|1.42|1.28|1.27|1.28|1.3|0.58|0.58|0.53|0.51|0.53|0.78|0.76|0.8|LOJA|ESPÍNDOLA|JIMBURA|LAGUNA NATOSA|-4.73018|-79.42492|1.5579166666666666
0.8|0.86|0.87|0.9|3.88|5.0|2.92|2.9|2.79|2.79|2.01|1.42|1.3|1.26|1.27|1.29|0.57|0.59|0.53|0.52|0.53|5.0|0.77|0.88|LOJA|ESPÍNDOLA|JIMBURA|PICACHOS DE JIMBURA|-4.71059|-79.42463|1.7354166666666675
0.82|0.87|0.89|5.0|3.88|5.0|5.0|2.9|2.78|2.77|2.0|1.39|1.26|1.24|1.25|1.27|0.57|0.6|0.53|0.52|0.53|5.0|0.79|0.9|CARCHI|MONTUFAR|GONZÁLEZ SUÁREZ|TRADICIONAL BAILE DE INOCENTES|0.59834|-77.835343|1.9900000000000002
0.83|0.89|0.9|4.64|3.89|5.0|2.91|2.89|2.77|2.76|1.98|1.38|1.27|1.22|1.23|1.26|0.58|0.62|0.54|0.53|0.54|5.0|0.81|0.93|CARCHI|MONTUFAR|CHITAN DE NAVARRETE|BATEAS DE MADERA|0.6255|-77.78985|1.8904166666666662
0.85|0.91|0.91|4.64|3.9|5.0|2.91|2.88|2.75|2.75|1.97|1.36|1.22|1.21|1.22|1.25|1.27|0.56|0.54|0.53|0.55|5.0|0.61|0.85|PICHINCHA|RUMIÑAHUI|SANGOLQUÍ|PILETA LUMINOSA (SANTA MARIA)|-0.33|-78.45105|1.9016666666666666
0.87|0.92|0.94|4.64|3.9|5.0|2.9|2.88|2.74|2.74|1.95|1.34|1.2|1.19|1.2|1.36|1.44|0.56|0.54|0.54|0.55|0.86|0.62|0.86|PICHINCHA|RUMIÑAHUI|SANGOLQUÍ|PLAZA CENTRAL DE SANGOLQUÍ|-0.329|-78.448|1.7391666666666665
0.9|0.94|0.95|4.64|3.91|5.0|2.89|2.87|2.73|2.72|1.93|1.32|1.18|1.17|1.18|1.35|1.39|0.57|0.55|0.54|0.55|5.0|0.86|0.89|PICHINCHA|RUMIÑAHUI|SANGOLQUÍ|QUINTA BOLIVIA|-0.342|-78.433832|1.9179166666666665
0.92|0.96|0.97|4.64|3.92|5.0|2.88|2.86|2.71|2.71|1.91|1.3|1.17|1.15|1.17|1.18|1.36|0.57|0.56|0.55|0.56|5.0|0.88|0.91|PICHINCHA|RUMIÑAHUI|RUMIPAMBA|VERTIENTE LOS SAUCOS|-0.484656|-78.43036|1.9100000000000001
0.94|0.98|0.99|4.64|3.93|5.0|2.88|2.86|2.7|2.69|1.9|1.28|1.15|1.13|1.15|1.32|0.9|0.58|0.56|0.55|0.57|5.0|0.9|0.96|CARCHI|MONTUFAR|FERNANDEZ SALVADOR|BOSQUE CEJA ANDINA (LÍNEA ROJA)|0.56467|-77.72622|1.8983333333333332
0.96|1.0|1.02|4.64|3.93|5.0|2.88|2.85|2.69|2.68|1.88|1.32|1.13|1.11|1.13|1.31|0.89|0.59|0.57|0.56|0.57|5.0|0.92|0.93|CARCHI|MONTUFAR|GONZÁLEZ SUÁREZ|CASA CUASMAL|0.59814|-77.83571|1.8983333333333337
0.98|1.02|1.03|4.64|3.94|5.0|2.87|2.84|2.67|2.67|1.86|1.13|1.11|1.09|1.1|1.13|0.88|0.6|0.58|0.57|0.58|5.0|0.94|0.95|ZAMORA CHINCHIPE|EL PANGUI|TUNDAYME|CONDOR_MIRADOR|-3.63976|-78.39193|1.8825000000000003
